H1_001N,H8_001N,state,county,tract,block group
580,1420,17,031,100400,3
444,1050,17,031,100500,1
301,826,17,031,100500,2
340,944,17,031,100500,3
500,1292,17,031,100500,4
762,1986,17,031,100500,5
429,1052,17,031,100600,1
424,1080,17,031,100600,2
462,1192,17,031,100600,3
661,1573,17,031,100600,4
326,830,17,031,100700,1
359,879,17,031,100700,2
378,1041,17,031,100700,3
362,925,17,031,100700,4
529,1283,17,031,100700,5
709,1654,17,031,110100,1
501,1154,17,031,110100,2
272,672,17,031,110100,3
446,993,17,031,110100,4
451,1095,17,031,110100,5
669,1553,17,031,110200,1
350,1026,17,031,806002,1
1193,2178,17,031,806001,2
872,1819,17,031,806001,3
256,683,17,031,806001,4
1023,2482,17,031,806002,2
415,1251,17,031,806002,3
437,1107,17,031,806002,4
756,1694,17,031,806002,5
864,1837,17,031,806004,1
1172,2687,17,031,806004,2
567,1734,17,031,806004,3
403,1112,17,031,806004,4
672,1874,17,031,806005,1
583,1384,17,031,806005,2
839,1377,17,031,806006,1
308,975,17,031,806006,2
382,1537,17,031,806006,3
284,996,17,031,806006,4
1076,2099,17,031,806102,1
379,1083,17,031,806102,2
455,1101,17,031,806102,3
645,1636,17,031,806103,1
343,932,17,031,806103,2
491,1350,17,031,806103,3
503,1342,17,031,806103,4
899,1221,17,031,806104,1
530,1000,17,031,806104,2
730,1700,17,031,806104,3
1443,2714,17,031,806201,1
1196,2194,17,031,806201,2
526,967,17,031,806202,1
1011,1995,17,031,806202,2
1351,2036,17,031,806202,3
359,896,17,031,806300,1
531,1091,17,031,681200,3
194,504,17,031,681100,5
503,954,17,031,681200,1
154,302,17,031,681200,2
425,860,17,031,681300,1
362,722,17,031,681300,2
333,600,17,031,681300,3
239,469,17,031,681400,1
302,623,17,031,681400,2
388,804,17,031,681400,3
272,574,17,031,681400,4
336,730,17,031,690300,1
615,1201,17,031,690300,2
421,729,17,031,690400,1
551,1098,17,031,690400,2
438,754,17,031,690400,3
449,768,17,031,690400,4
479,992,17,031,690500,1
330,691,17,031,690900,1
295,633,17,031,690900,2
489,882,17,031,690900,3
452,863,17,031,690900,4
673,1181,17,031,690900,5
366,702,17,031,691000,1
363,687,17,031,691000,2
300,637,17,031,691000,3
330,641,17,031,691000,4
337,611,17,031,691100,1
330,654,17,031,691100,2
367,604,17,031,691100,3
557,995,17,031,691100,4
591,1131,17,031,691200,1
356,598,17,031,691200,2
291,548,17,031,691200,3
573,1262,17,031,691300,1
586,1112,17,031,691300,2
357,586,17,031,691400,1
344,735,17,031,691400,2
278,684,17,031,691400,3
306,612,17,031,691400,4
898,2192,17,031,822400,3
388,1092,17,031,822302,4
478,1478,17,031,822400,1
630,1876,17,031,822400,2
291,816,17,031,822400,4
349,998,17,031,822500,1
339,910,17,031,822500,2
359,1328,17,031,804404,1
340,1204,17,031,804404,2
543,1593,17,031,804404,3
323,965,17,031,804404,4
611,2099,17,031,804405,1
500,1416,17,031,804405,2
750,2640,17,031,804406,1
610,2014,17,031,804406,2
729,1638,17,031,804406,3
378,1048,17,031,804505,1
481,1057,17,031,804505,2
900,1865,17,031,804505,3
420,1240,17,031,804506,1
422,1213,17,031,804506,2
986,2691,17,031,804506,3
893,2343,17,031,804508,1
381,1287,17,031,804509,1
386,1325,17,031,804509,2
427,1495,17,031,804509,3
468,1779,17,031,804509,4
343,1246,17,031,804510,1
260,1066,17,031,804510,2
640,2313,17,031,804510,3
339,1124,17,031,813801,3
324,1120,17,031,813702,4
250,843,17,031,813801,1
273,889,17,031,813801,2
318,1071,17,031,813802,1
381,1145,17,031,813802,2
381,1257,17,031,813802,3
524,1485,17,031,813802,4
516,1734,17,031,813900,1
397,1325,17,031,813900,2
318,1100,17,031,813900,3
344,1177,17,031,813900,4
341,1146,17,031,813900,5
451,1301,17,031,814000,1
343,1240,17,031,814000,2
349,1085,17,031,814000,3
322,1071,17,031,814000,4
715,2295,17,031,814100,1
440,1441,17,031,814100,2
314,947,17,031,814100,3
439,1409,17,031,814200,1
277,832,17,031,814200,2
443,1245,17,031,804403,1
935,2446,17,031,804315,1
1064,3021,17,031,804316,1
629,2006,17,031,804316,2
743,1894,17,031,804403,2
434,1325,17,031,804403,3
1195,2833,17,031,804403,4
409,1191,17,031,822500,3
310,1247,17,031,804510,4
347,1012,17,031,804511,1
474,1414,17,031,804511,2
623,1508,17,031,804512,1
924,2487,17,031,804512,2
346,1092,17,031,804513,1
340,850,17,031,815600,4
361,981,17,031,815600,1
482,1165,17,031,815600,2
578,1289,17,031,815600,3
490,1243,17,031,815600,5
440,1166,17,031,815701,1
286,828,17,031,815701,2
423,1142,17,031,815701,3
427,988,17,031,815701,4
244,712,17,031,815702,1
537,1215,17,031,815702,2
594,1596,17,031,815702,3
381,748,17,031,815702,4
458,1016,17,031,815702,5
646,1517,17,031,815800,1
715,1147,17,031,815900,1
1280,1735,17,031,815900,2
1229,1891,17,031,815900,3
622,1264,17,031,816000,1
649,1068,17,031,816000,2
579,944,17,031,816000,3
322,702,17,031,816100,1
552,1209,17,031,816100,2
420,844,17,031,816100,3
507,950,17,031,816100,4
659,1239,17,031,816100,5
635,1095,17,031,816100,6
932,1812,17,031,816200,1
297,847,17,031,816200,2
517,1504,17,031,816200,3
326,929,17,031,816300,1
513,1582,17,031,816300,2
466,1198,17,031,816300,3
372,1069,17,031,816300,4
437,1298,17,031,816401,1
315,918,17,031,816401,2
388,1189,17,031,816401,3
410,1239,17,031,816401,4
413,1337,17,031,816402,1
393,1262,17,031,816402,2
440,1349,17,031,821700,3
244,729,17,031,821700,1
486,1077,17,031,821700,2
293,820,17,031,821700,4
385,884,17,031,821700,5
583,1349,17,031,822500,4
627,1696,17,031,822601,1
757,2054,17,031,822601,2
395,1043,17,031,822601,3
530,1490,17,031,822602,1
1134,2881,17,031,822602,2
469,899,17,031,822602,3
919,2024,17,031,822602,4
994,1468,17,031,822701,1
506,1329,17,031,822701,2
285,819,17,031,822701,3
411,822,17,031,822701,4
1015,2300,17,031,822702,1
266,718,17,031,822702,2
397,810,17,031,822702,3
1036,2014,17,031,822801,1
453,1244,17,031,822801,2
653,1707,17,031,822802,1
389,1004,17,031,822802,2
364,958,17,031,822802,3
766,2078,17,031,822900,1
762,1510,17,031,823001,1
487,1068,17,031,823001,2
357,890,17,031,823001,3
490,1030,17,031,823001,4
749,1827,17,031,823001,5
519,1395,17,031,823002,1
458,1204,17,031,823002,2
857,1914,17,031,823002,3
566,1479,17,031,823002,4
506,1091,17,031,823101,1
341,876,17,031,823101,2
379,1328,17,031,814200,3
538,1765,17,031,814200,4
368,1231,17,031,814200,5
339,1098,17,031,814200,6
642,2203,17,031,814300,1
810,2487,17,031,814300,2
330,1126,17,031,814400,1
337,1172,17,031,814400,2
417,1427,17,031,814400,3
419,1303,17,031,814400,4
616,1809,17,031,814400,5
306,943,17,031,814400,6
605,2010,17,031,814500,1
457,1425,17,031,814500,2
513,1584,17,031,814500,3
462,1219,17,031,814600,1
404,1226,17,031,814600,2
349,1097,17,031,814600,3
342,1044,17,031,814600,4
211,632,17,031,829700,1
527,1299,17,031,829600,1
310,792,17,031,829600,2
417,944,17,031,829600,3
383,967,17,031,829700,2
669,1745,17,031,829700,3
952,2262,17,031,829800,1
304,835,17,031,829800,2
315,768,17,031,829800,3
493,1360,17,031,829800,4
695,1666,17,031,829800,5
493,1194,17,031,829902,1
743,1912,17,031,829902,2
887,2225,17,031,829902,3
622,1120,17,031,829902,4
769,2122,17,031,829903,1
294,841,17,031,829903,2
543,1566,17,031,829903,3
1323,2201,17,031,829904,1
308,586,17,031,829904,2
469,1381,17,031,829904,3
440,780,17,031,830001,1
765,1652,17,031,830001,2
619,1725,17,031,830003,1
516,1447,17,031,830003,2
752,2069,17,031,830003,3
887,2383,17,031,830003,4
605,1396,17,031,830004,1
463,1229,17,031,830004,2
1086,1539,17,031,031200,4
778,1223,17,031,031200,1
620,1249,17,031,031200,2
844,1203,17,031,031200,3
638,987,17,031,031300,1
741,2115,17,031,830004,3
987,2667,17,031,830004,4
837,1786,17,031,830005,1
717,1768,17,031,830005,2
785,1573,17,031,830006,1
395,952,17,031,830006,2
446,1148,17,031,830007,1
351,880,17,031,821800,1
362,999,17,031,821800,2
240,699,17,031,821800,3
464,995,17,031,821800,4
353,1024,17,031,821800,5
277,787,17,031,821800,6
366,926,17,031,821900,1
353,965,17,031,821900,2
505,1285,17,031,821900,3
256,691,17,031,821900,4
457,1187,17,031,821900,5
344,779,17,031,822000,1
283,719,17,031,822000,2
585,1074,17,031,822000,3
384,906,17,031,822000,4
349,865,17,031,822000,5
463,1308,17,031,822101,1
434,1275,17,031,822101,2
475,1017,17,031,822101,3
361,1006,17,031,822101,4
474,980,17,031,822102,1
742,1578,17,031,822102,2
554,1145,17,031,822102,3
383,745,17,031,822102,4
661,1928,17,031,822200,1
360,1081,17,031,822200,2
341,920,17,031,822200,3
366,1119,17,031,822301,1
306,1009,17,031,822301,2
286,869,17,031,822301,3
398,1091,17,031,822301,4
491,1202,17,031,822302,1
344,832,17,031,822302,2
429,1166,17,031,822302,3
710,1593,17,031,020801,4
365,1161,17,031,020802,1
704,2059,17,031,020802,2
854,2677,17,031,020802,3
555,1632,17,031,020802,4
894,2355,17,031,020901,1
376,911,17,031,020901,2
942,2545,17,031,020901,3
886,1875,17,031,020902,1
841,2097,17,031,020902,2
627,869,17,031,030101,1
380,544,17,031,030101,2
698,1005,17,031,030101,3
856,1269,17,031,030101,4
663,995,17,031,030102,1
878,1090,17,031,030102,2
676,1022,17,031,030102,3
431,636,17,031,030103,1
776,932,17,031,030103,2
857,1190,17,031,030104,1
380,561,17,031,030104,2
1049,1840,17,031,030200,1
612,2095,17,031,804309,1
330,941,17,031,804309,2
683,2238,17,031,804312,1
1063,3185,17,031,804313,1
494,1262,17,031,804313,2
709,1907,17,031,804313,3
748,1635,17,031,804314,1
404,1230,17,031,806801,3
251,705,17,031,806801,4
289,881,17,031,806802,1
589,1592,17,031,806802,2
349,972,17,031,806802,3
406,1103,17,031,806900,1
1108,2169,17,031,806900,2
983,2053,17,031,806900,3
1016,2695,17,031,807000,1
521,1300,17,031,807000,2
380,1136,17,031,807000,3
278,601,17,031,807000,4
275,848,17,031,807100,1
571,1573,17,031,807100,2
531,1548,17,031,807100,3
347,987,17,031,807200,1
740,2227,17,031,807200,2
348,1041,17,031,807200,3
364,856,17,031,806300,5
296,718,17,031,806300,2
272,713,17,031,806300,3
312,824,17,031,806300,4
278,680,17,031,806300,6
543,1397,17,031,806400,1
401,1095,17,031,806400,2
381,1295,17,031,806501,1
431,1362,17,031,806501,2
358,960,17,031,806502,1
281,814,17,031,806502,2
407,1103,17,031,806502,3
489,1325,17,031,806502,4
693,1928,17,031,806600,1
640,1656,17,031,806600,2
615,1397,17,031,806700,1
407,1245,17,031,806700,2
365,1046,17,031,806700,3
256,790,17,031,806700,4
391,778,17,031,806801,1
493,1193,17,031,806801,2
308,884,17,031,807200,4
310,906,17,031,807200,5
761,1932,17,031,823702,3
449,954,17,031,823605,3
944,2115,17,031,823702,1
907,2172,17,031,823702,2
333,831,17,031,823702,4
400,1405,17,031,823703,1
1001,2507,17,031,823703,2
917,2207,17,031,823703,3
984,2540,17,031,823703,4
388,1156,17,031,823704,1
601,1783,17,031,823704,2
438,1247,17,031,823704,3
524,1387,17,031,823705,1
239,693,17,031,823705,2
401,853,17,031,823705,3
606,1658,17,031,823705,4
968,2830,17,031,823801,1
1221,2044,17,031,823801,2
358,881,17,031,823801,3
827,2146,17,031,823803,1
418,1291,17,031,823803,2
970,2108,17,031,823803,3
523,1448,17,031,823803,4
580,1220,17,031,823805,1
288,591,17,031,823805,2
630,1378,17,031,823805,3
408,1127,17,031,823806,1
470,931,17,031,823806,2
396,869,17,031,823806,3
497,919,17,031,823806,4
868,2056,17,031,823901,1
661,1350,17,031,823901,2
565,1217,17,031,823903,1
362,982,17,031,823903,2
366,1014,17,031,823903,3
474,1290,17,031,823903,4
277,687,17,031,823904,1
305,843,17,031,823904,2
304,822,17,031,823904,3
927,1691,17,031,823904,4
510,1395,17,031,710400,5
472,1041,17,031,710400,2
391,856,17,031,710400,3
251,676,17,031,710400,4
366,887,17,031,710400,6
590,1140,17,031,710500,1
700,1230,17,031,710500,2
294,617,17,031,710500,3
405,1007,17,031,710500,4
399,825,17,031,710600,1
448,881,17,031,710600,2
342,601,17,031,710700,1
350,800,17,031,710700,2
471,984,17,031,710700,3
439,959,17,031,710700,4
287,565,17,031,710800,1
381,712,17,031,710800,2
376,870,17,031,710800,3
509,1012,17,031,710800,4
408,804,17,031,710800,5
428,841,17,031,710800,6
362,664,17,031,710900,1
508,1278,17,031,710900,2
400,847,17,031,711000,1
645,1431,17,031,711000,2
346,780,17,031,711000,3
387,883,17,031,711100,1
388,878,17,031,711100,2
345,738,17,031,711100,3
597,1177,17,031,711200,1
481,964,17,031,711200,2
266,674,17,031,711200,3
788,1872,17,031,711200,4
298,604,17,031,711300,1
362,858,17,031,711300,2
307,801,17,031,711400,1
337,907,17,031,711400,2
316,681,17,031,711400,3
426,1040,17,031,711500,1
511,1332,17,031,711500,2
345,939,17,031,720100,1
575,1157,17,031,825803,4
686,1453,17,031,825803,1
311,842,17,031,825803,2
371,972,17,031,825803,3
792,1478,17,031,825803,5
409,1071,17,031,825900,1
451,1148,17,031,825900,2
403,1077,17,031,825900,3
365,644,17,031,826000,1
396,1038,17,031,826000,2
410,968,17,031,826000,3
468,1029,17,031,826100,1
300,773,17,031,826100,2
915,2088,17,031,808302,2
449,1265,17,031,808301,3
412,1230,17,031,808301,4
469,1474,17,031,808302,1
269,757,17,031,808302,3
643,1942,17,031,808400,1
313,896,17,031,808400,2
638,1784,17,031,808400,3
451,1356,17,031,808500,1
321,918,17,031,808500,2
341,958,17,031,808500,3
363,1007,17,031,808500,4
407,1203,17,031,808600,1
561,1242,17,031,808600,2
455,785,17,031,808702,1
36,74,17,031,808702,2
57,158,17,031,808702,3
887,1833,17,031,808800,1
810,2313,17,031,824119,3
723,1748,17,031,824119,1
565,1395,17,031,824119,2
636,1770,17,031,824121,1
608,1368,17,031,824121,2
755,1731,17,031,824122,1
1004,2494,17,031,824122,2
626,1974,17,031,824122,3
535,1196,17,031,826100,3
313,892,17,031,826100,4
339,842,17,031,826100,5
486,1189,17,031,826100,6
301,634,17,031,826201,1
252,598,17,031,826201,2
741,1100,17,031,826201,3
1084,1297,17,031,826201,4
603,1598,17,031,826202,1
321,725,17,031,826202,2
547,1402,17,031,826202,3
241,599,17,031,826202,4
554,1386,17,031,826202,5
555,1352,17,031,826301,1
508,1462,17,031,826301,2
438,1098,17,031,826301,3
324,880,17,031,826303,1
295,836,17,031,826303,2
375,1035,17,031,826303,3
465,1308,17,031,826303,4
447,967,17,031,826304,1
342,823,17,031,826304,2
598,1072,17,031,826304,3
675,1821,17,031,826401,1
807,1843,17,031,826401,2
335,820,17,031,826402,1
357,886,17,031,826402,2
776,1816,17,031,808800,2
681,1403,17,031,808900,1
313,803,17,031,808900,2
818,1925,17,031,808900,3
280,688,17,031,809000,1
300,879,17,031,809000,2
472,874,17,031,809000,3
380,1039,17,031,809000,4
645,1312,17,031,809100,1
311,884,17,031,809100,2
566,1118,17,031,809100,3
402,1143,17,031,809200,1
626,1387,17,031,809200,2
391,1355,17,031,809200,3
346,1057,17,031,809200,4
468,962,17,031,809300,1
983,1847,17,031,809300,2
1094,1844,17,031,809300,3
627,1028,17,031,809401,1
868,2101,17,031,823102,1
286,655,17,031,823101,3
355,864,17,031,823101,4
393,1029,17,031,823101,5
592,1541,17,031,823102,2
878,2118,17,031,823200,1
1094,2613,17,031,823200,2
748,1682,17,031,823302,1
932,2236,17,031,823302,2
1005,1797,17,031,823302,3
283,816,17,031,823303,1
348,860,17,031,823303,2
379,886,17,031,823303,3
277,840,17,031,823303,4
431,1179,17,031,823303,5
289,581,17,031,823304,1
480,1056,17,031,823304,2
521,889,17,031,823304,3
531,1002,17,031,823304,4
345,835,17,031,823304,5
524,1509,17,031,823304,6
330,1047,17,031,823400,1
564,1335,17,031,823400,2
308,756,17,031,823400,3
702,1754,17,031,823400,4
421,1209,17,031,823500,1
465,1273,17,031,823500,2
458,1079,17,031,823500,3
344,740,17,031,823500,4
395,1096,17,031,824123,1
903,2203,17,031,824123,2
780,2137,17,031,824123,3
538,1262,17,031,824123,4
346,1055,17,031,824123,5
560,1371,17,031,824124,1
922,2226,17,031,824124,2
768,2250,17,031,824125,1
615,1848,17,031,824125,2
813,2277,17,031,824126,1
1169,3661,17,031,824126,2
804,1830,17,031,824127,1
671,1876,17,031,824127,2
910,1797,17,031,824128,1
944,2841,17,031,824128,2
1020,2353,17,031,824129,1
810,1904,17,031,824129,2
440,1161,17,031,824300,1
716,1678,17,031,824300,2
645,1150,17,031,824300,3
791,1732,17,031,824400,1
430,865,17,031,824503,1
743,1321,17,031,824503,2
463,1161,17,031,824503,3
662,1911,17,031,824503,4
884,1622,17,031,824503,5
650,1856,17,031,824505,1
830,1513,17,031,823602,1
455,1088,17,031,823602,2
995,1815,17,031,823602,3
701,1430,17,031,823602,4
392,1263,17,031,823603,1
301,734,17,031,823603,2
295,727,17,031,823604,1
316,820,17,031,823604,2
811,1962,17,031,823604,3
603,1576,17,031,823605,1
638,1573,17,031,823605,2
429,1231,17,031,151200,2
423,1189,17,031,151100,3
405,1056,17,031,151100,4
441,1231,17,031,151200,1
486,1417,17,031,151200,3
710,1648,17,031,160100,1
326,796,17,031,160100,2
305,626,17,031,160200,1
252,667,17,031,160200,2
263,616,17,031,160200,3
582,1340,17,031,160200,4
1062,1884,17,031,160300,1
475,819,17,031,160300,2
479,998,17,031,160300,3
984,2356,17,031,160400,1
788,1563,17,031,160400,2
413,935,17,031,160400,3
759,1838,17,031,160501,1
725,1865,17,031,160501,2
273,651,17,031,160502,1
694,1500,17,031,160502,2
494,1149,17,031,160502,3
591,1430,17,031,160601,1
310,724,17,031,160601,2
586,1210,17,031,160601,3
487,1062,17,031,160602,1
485,1069,17,031,160602,2
640,1350,17,031,160602,3
342,672,17,031,160700,1
380,932,17,031,160700,2
708,1674,17,031,160700,3
527,1240,17,031,160700,4
429,1071,17,031,160700,5
479,1185,17,031,160800,1
405,917,17,031,160800,2
352,841,17,031,160800,3
282,730,17,031,160800,4
558,1324,17,031,160800,5
619,1342,17,031,160900,1
492,1055,17,031,160900,2
472,852,17,031,161000,1
297,882,17,031,819801,1
770,2221,17,031,819700,2
521,1638,17,031,819700,3
344,1105,17,031,819700,4
318,970,17,031,819801,2
511,1391,17,031,819801,3
274,784,17,031,819801,4
412,1337,17,031,819801,5
457,1305,17,031,819802,1
511,1436,17,031,819802,2
395,1200,17,031,819900,1
477,1292,17,031,819900,2
325,1022,17,031,819900,3
352,1096,17,031,820000,1
377,1134,17,031,820000,2
311,809,17,031,820101,1
629,1626,17,031,820101,2
319,730,17,031,820101,3
339,762,17,031,820101,4
380,1116,17,031,820101,5
826,1288,17,031,820101,6
514,1090,17,031,820101,7
388,946,17,031,820103,1
366,833,17,031,820103,2
492,1289,17,031,820103,3
421,1190,17,031,820103,4
512,1099,17,031,820104,1
485,1130,17,031,820104,2
328,921,17,031,820104,3
570,1303,17,031,820104,4
581,1522,17,031,820202,1
447,830,17,031,820202,2
358,776,17,031,820202,3
532,1512,17,031,820203,1
911,2526,17,031,820203,2
838,1875,17,031,820204,1
488,1190,17,031,530100,1
774,2136,17,031,520500,2
490,1390,17,031,520500,3
843,2530,17,031,520600,1
474,1006,17,031,530100,2
325,734,17,031,530200,1
224,540,17,031,530200,2
213,525,17,031,530200,3
527,1165,17,031,530200,4
456,1164,17,031,530200,5
399,813,17,031,530300,1
307,770,17,031,530300,2
344,858,17,031,530300,3
608,1523,17,031,530300,4
331,841,17,031,530400,1
487,1218,17,031,530400,2
551,1292,17,031,530501,1
536,1102,17,031,530501,2
326,856,17,031,530501,3
520,1248,17,031,530501,4
591,1570,17,031,530502,1
575,1424,17,031,530503,1
769,1907,17,031,530503,2
614,1567,17,031,530503,3
609,1263,17,031,530600,1
337,820,17,031,530600,2
333,691,17,031,530600,3
725,1824,17,031,540101,1
917,2486,17,031,540101,2
749,1620,17,031,030300,1
752,1419,17,031,030200,2
436,1053,17,031,030200,3
654,1278,17,031,030200,4
794,1528,17,031,030300,2
830,1443,17,031,030400,1
594,1154,17,031,030400,2
655,1236,17,031,030500,1
945,1613,17,031,030500,2
924,1645,17,031,030500,3
778,1566,17,031,030500,4
329,749,17,031,540102,1
545,1524,17,031,540102,2
283,665,17,031,540102,3
650,1486,17,031,550100,1
369,918,17,031,550100,2
644,1456,17,031,550100,3
324,784,17,031,550100,4
253,764,17,031,550100,5
692,1610,17,031,550100,6
689,1920,17,031,550200,1
699,1171,17,031,030601,1
469,797,17,031,030601,2
780,1141,17,031,030601,3
613,957,17,031,030603,1
875,1088,17,031,030603,2
925,1231,17,031,030604,1
1125,1618,17,031,030604,2
637,877,17,031,030604,3
1025,1501,17,031,030701,1
699,988,17,031,030702,1
928,1330,17,031,030702,2
551,803,17,031,030703,1
334,414,17,031,030703,2
1099,1821,17,031,030703,3
1389,1634,17,031,030706,1
804,1298,17,031,030706,2
550,942,17,031,030800,1
522,1043,17,031,030800,2
603,1029,17,031,030800,3
593,1130,17,031,030800,4
303,524,17,031,030900,1
479,855,17,031,030900,2
497,902,17,031,030900,3
335,663,17,031,030900,4
524,963,17,031,031000,1
755,1210,17,031,031000,2
1015,1695,17,031,031000,3
1430,2178,17,031,031100,1
639,894,17,031,031100,2
847,1514,17,031,031100,3
572,1803,17,031,300600,2
279,857,17,031,300500,1
763,2386,17,031,300500,2
454,1336,17,031,300600,1
695,2120,17,031,300700,1
459,1317,17,031,300700,2
448,1361,17,031,300700,3
651,1913,17,031,300800,1
784,2223,17,031,300800,2
576,1652,17,031,300900,1
656,1924,17,031,300900,2
345,976,17,031,300900,3
449,1232,17,031,301100,1
435,1091,17,031,301100,2
442,1169,17,031,301200,1
349,860,17,031,301200,2
699,2021,17,031,301200,3
750,2504,17,031,301600,1
766,2483,17,031,301600,2
459,1339,17,031,301701,1
437,1384,17,031,301701,2
472,1556,17,031,301701,3
372,1290,17,031,301702,1
441,1472,17,031,301702,2
397,1359,17,031,301702,3
388,1263,17,031,301801,1
826,2680,17,031,301801,2
261,756,17,031,301802,1
439,1280,17,031,301802,2
394,1328,17,031,301802,3
507,1741,17,031,301803,1
694,2320,17,031,301803,2
327,1046,17,031,301803,3
379,687,17,031,310200,1
438,828,17,031,310200,2
889,1767,17,031,310300,1
664,1375,17,031,310400,1
709,1391,17,031,310500,1
1083,2047,17,031,310600,1
790,1543,17,031,310600,2
946,1886,17,031,310600,3
656,2040,17,031,816500,2
255,791,17,031,816402,3
354,1044,17,031,816402,4
380,1163,17,031,816500,1
378,1040,17,031,816500,3
332,1177,17,031,816600,1
422,1461,17,031,816600,2
607,1880,17,031,816600,3
268,953,17,031,816700,1
945,1299,17,031,031400,1
478,649,17,031,031400,2
810,1106,17,031,031400,3
770,1115,17,031,031400,4
578,865,17,031,031400,5
615,799,17,031,031501,1
970,1954,17,031,031501,2
597,1046,17,031,031501,3
1282,1820,17,031,031502,1
631,970,17,031,031502,2
1108,1775,17,031,031502,3
1191,1827,17,031,031700,1
1049,1566,17,031,031700,2
1057,1558,17,031,031700,3
660,1253,17,031,031700,4
1091,1907,17,031,031800,1
709,1226,17,031,031900,1
654,1217,17,031,031900,2
1149,1775,17,031,032100,1
827,1246,17,031,032100,2
1123,1734,17,031,032100,3
863,1479,17,031,032100,4
641,1105,17,031,032100,5
652,1164,17,031,040100,1
805,1484,17,031,040100,2
414,1071,17,031,040100,3
658,1384,17,031,040201,1
852,1760,17,031,040201,2
791,1498,17,031,040201,3
887,1714,17,031,040201,4
417,882,17,031,040202,1
356,1074,17,031,180100,1
455,1336,17,031,171100,1
503,1683,17,031,171100,2
413,1216,17,031,171100,3
517,1464,17,031,180100,2
463,1291,17,031,180100,3
421,1234,17,031,180100,4
568,1472,17,031,180100,5
850,2320,17,031,190100,1
346,1223,17,031,190200,1
496,1515,17,031,190200,2
502,1590,17,031,190200,3
433,1315,17,031,190200,4
519,1261,17,031,190300,1
532,1547,17,031,190300,2
562,1700,17,031,190300,3
962,1318,17,031,031300,2
289,449,17,031,031300,3
1324,1972,17,031,031300,4
1256,1596,17,031,031300,5
1129,3197,17,031,020601,2
672,1599,17,031,020500,3
347,972,17,031,020500,4
573,1849,17,031,020601,1
528,1633,17,031,020601,3
458,1200,17,031,020602,1
364,1211,17,031,020602,2
410,1261,17,031,020602,3
356,987,17,031,020602,4
397,969,17,031,020701,1
373,908,17,031,020701,2
712,2077,17,031,020702,1
900,2679,17,031,020702,2
670,1815,17,031,020702,3
341,985,17,031,020702,4
699,1581,17,031,020801,1
404,1201,17,031,020801,2
501,1260,17,031,020801,3
410,1230,17,031,190300,4
552,1702,17,031,190401,1
769,2611,17,031,190401,2
774,2270,17,031,190402,1
997,3024,17,031,190402,2
321,1116,17,031,190601,1
337,1124,17,031,190601,2
607,2142,17,031,190601,3
411,1352,17,031,190602,1
521,1947,17,031,190602,2
597,1914,17,031,190602,3
591,1735,17,031,190701,1
419,1237,17,031,190701,2
420,1426,17,031,190702,1
532,1508,17,031,190702,2
664,2018,17,031,190702,3
317,977,17,031,190800,1
369,1074,17,031,190800,2
519,1714,17,031,190800,3
507,1759,17,031,190800,4
461,1305,17,031,190800,5
708,1927,17,031,190900,1
289,935,17,031,191000,1
451,1487,17,031,191000,2
257,796,17,031,191100,1
1110,2326,17,031,804108,2
441,1147,17,031,804109,1
797,1716,17,031,804109,2
663,1564,17,031,804202,1
1234,3038,17,031,804202,2
835,2368,17,031,804202,3
271,823,17,031,804202,4
670,1965,17,031,804203,1
484,1493,17,031,804203,2
823,1999,17,031,804204,1
583,1429,17,031,804204,2
609,1699,17,031,804204,3
501,1624,17,031,804305,1
462,1458,17,031,804305,2
598,1570,17,031,804305,3
981,2300,17,031,804305,4
803,2453,17,031,804306,1
320,1111,17,031,804306,2
287,844,17,031,804306,3
388,1214,17,031,804306,4
1040,2065,17,031,804308,1
802,2243,17,031,804308,2
680,1210,17,031,804308,3
